,Name,Property_type,Country,code,latitude,longitude,neighbourhood,Accomadates,Price,guests_included,Extra_people,min_nights,max_nights,Cancellation_policy,amenities,availability_365,bedrooms,beds,room_type,last_review,Reviews_count,review_score,host_listings,host_name,host_id,verified_host
1616,Oporto Sunset Blue Balcony ❤,Apartment,Portugal,PRT,41.14907,-8.60324,,4,75.0,2.0,10.0,2,1125,moderate,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'High chair', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Well-lit path to entrance', 'Disabled parking spot', 'Step-free access', 'Step-free access', 'Accessible-height toilet', 'Step-free access', 'Wide entryway', 'Handheld shower head', 'Paid parking on premises']",345,1.0,3.0,Entire home/apt,2019-02-10 05:00:00,109,93.0,1,Mario,130706820,False
1617,High Floor-Ocean View! 2 Bed/2 Ba/1 Pkg WBT#2302,Condominium,United States of America,USA,21.27477,-157.8236,Honolulu,6,551.0,1.0,0.0,3,1125,super_strict_30,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Gym', 'Elevator', 'Hot tub', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Bathtub', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Long term stays allowed', 'Host greets you']",179,2.0,4.0,Entire home/apt,2019-01-25 05:00:00,9,98.0,156,Captain Cook Resorts,69552498,True
1618,Cosy Terrace Studio,Apartment,Portugal,PRT,41.16112,-8.61902,,2,35.0,1.0,5.0,1,365,moderate,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Elevator', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'High chair', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Step-free access', 'Handheld shower head']",176,0.0,1.0,Entire home/apt,2019-01-04 05:00:00,55,93.0,1,Miguel,130609625,True
1619,"Clean, bright & cozy bedroom /w convenient parking",Apartment,Canada,CA,45.4797,-73.63139,Hempstead,1,50.0,1.0,0.0,1,365,moderate,"['Wifi', 'Free parking on premises', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Essentials', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Hot water', 'Microwave', 'Refrigerator', 'Long term stays allowed', 'Host greets you']",159,1.0,1.0,Private room,2018-09-01 04:00:00,9,96.0,1,Zhen,104551495,False
1620,East Village Renovated Apartment,Apartment,United States of America,USA,40.73051,-73.98365,East Village,1,60.0,1.0,0.0,1,1125,strict_14_with_grace_period,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets allowed', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens']",0,1.0,1.0,Private room,2017-10-08 04:00:00,4,100.0,1,Skip,45406531,True
1622,Room with balcony,Apartment,Spain,ESP,41.40006,2.18269,el Fort Pienc,2,40.0,1.0,15.0,3,112,moderate,"['Wifi', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Family/kid friendly', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Hot water']",365,1.0,1.0,Private room,2018-09-14 04:00:00,13,89.0,1,Roman,23771677,True
1623,Big and luminous apartment in Little Italy,Apartment,Canada,CA,45.53344,-73.6159,Mile End,5,250.0,1.0,0.0,2,1125,moderate,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Pocket wifi', 'Other']",0,2.0,2.0,Entire home/apt,2018-10-07 04:00:00,18,97.0,1,Marie,686654,True
1624,One-Bedroom Apartment with Balcony,Condominium,Spain,ESP,41.40943,2.17851,La Sagrada Família,4,75.0,2.0,15.0,1,1125,strict_14_with_grace_period,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Heating', 'Family/kid friendly', 'Essentials', 'Hair dryer', 'Self check-in', 'Building staff', 'Hot water', 'Bed linens', 'Ethernet connection', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Oven', 'Patio or balcony']",39,1.0,3.0,Entire home/apt,2019-02-19 05:00:00,8,80.0,23,Javier,113020313,True
1626,JF Cozy Apartment Blue,Apartment,Portugal,PRT,41.14868,-8.61336,,4,70.0,2.0,20.0,2,1125,strict_14_with_grace_period,"['TV', 'Wifi', 'Kitchen', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Bathtub', 'Baby bath', 'High chair', 'Crib', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Patio or balcony', 'Long term stays allowed', 'Wide doorway', 'Well-lit path to entrance', 'Host greets you', 'Kitchenette', 'Full kitchen', 'Paid parking on premises']",294,1.0,1.0,Entire home/apt,2019-02-10 05:00:00,59,97.0,5,Maria,28389484,False
1628,D5.Cozy Private Room for 4 Guest(Private Bathroom),Hotel,Hong Kong,CHN,22.2987,114.17269,Yau Tsim Mong,4,2002.0,1.0,0.0,1,1125,strict_14_with_grace_period,"['TV', 'Wifi', 'Air conditioning', 'Elevator', 'Family/kid friendly', 'Suitable for events', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Hot water', 'Bed linens', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",144,1.0,2.0,Private room,2019-02-18 05:00:00,13,95.0,31,Ellen,130857174,True
1629,The Cov @ Marrickville (the Brooklyn of Sydney),House,Australia,AUS,-33.91676,151.1542,Marrickville,4,200.0,1.0,0.0,2,1125,moderate,"['TV', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Window guards', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Patio or balcony', 'Garden or backyard', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to shower', 'toilet', 'Step-free access', 'Wide entryway']",72,2.0,2.0,Entire home/apt,2019-03-03 05:00:00,24,94.0,8,Joy,12402075,False
1630,Newly renovated home,House,Australia,AUS,-33.97391,151.09262,Hurstville,2,75.0,1.0,0.0,4,30,strict_14_with_grace_period,"['Wifi', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Washer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Building staff', 'Hot water']",147,1.0,2.0,Private room,2018-02-26 05:00:00,7,97.0,2,May,115306074,False
1631,Sunny & Budget Friendly,Townhouse,United States of America,USA,40.64674,-73.89501,Brooklyn,2,32.0,1.0,10.0,5,90,strict_14_with_grace_period,"['Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Host greets you']",304,1.0,1.0,Private room,2018-11-24 05:00:00,78,95.0,6,Nancy & Patrick,9522524,False
1632,Renovated 20min train to enter city 5min to subway,Townhouse,United States of America,USA,40.63993,-73.98209,Borough Park,1,41.0,1.0,15.0,2,28,strict_14_with_grace_period,"['Wifi', 'Air conditioning', 'Free street parking', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hair dryer', 'Hot water', 'Microwave', 'Refrigerator', 'Host greets you']",82,1.0,1.0,Private room,2019-02-26 05:00:00,90,97.0,2,Jason,20438455,False
1633,Luxury Retreat On Maunalani Heights Honolulu,Bungalow,United States of America,USA,21.29712,-157.78795,South Shore,4,180.0,1.0,0.0,1,30,flexible,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Breakfast', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Garden or backyard']",296,0.0,2.0,Entire home/apt,2019-02-25 05:00:00,102,98.0,2,Michael,91922030,False
1634,FURNISHED BACHELOR APARTMENT,Apartment,Canada,CA,45.53707,-73.60503,Rosemont-La Petite-Patrie,2,60.0,1.0,0.0,1,1125,strict_14_with_grace_period,"['TV', 'Wifi', 'Kitchen', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Essentials']",0,0.0,1.0,Entire home/apt,2015-07-31 04:00:00,33,91.0,1,Pamela & Fernando,9797561,False
1635,The Porto Concierge - Horus House,Apartment,Portugal,PRT,41.1671,-8.61001,,4,50.0,1.0,0.0,2,1125,moderate,"['TV', 'Wifi', 'Kitchen', 'Family/kid friendly', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",329,2.0,3.0,Entire home/apt,2019-01-06 05:00:00,30,88.0,1,Jose,131782286,False
1636,Room in a historical apartment in Beyoglu.,Serviced apartment,Turkey,TUR,41.03494,28.98141,Beyoglu,2,111.0,2.0,119.0,3,1125,moderate,"['Wifi', 'Kitchen', 'Smoking allowed', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Oven']",89,1.0,1.0,Private room,2017-09-18 04:00:00,2,100.0,1,Ahmet,131637799,False
1638,Private room between Bondi Beach and Junction,Apartment,Australia,AUS,-33.89161,151.26665,Bondi Beach,1,50.0,1.0,0.0,1,1125,flexible,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Hot tub', 'Indoor fireplace', 'Washer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private entrance']",0,1.0,1.0,Private room,2017-06-11 04:00:00,2,60.0,1,Eric,27036805,True
1639,Cosy Double Room in a bright flat!,Apartment,Spain,ESP,41.406,2.16072,Vila de Gràcia,2,70.0,1.0,10.0,2,1125,moderate,"['TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Heating', 'Washer', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Host greets you']",113,1.0,1.0,Private room,2018-08-10 04:00:00,8,93.0,1,Milena,2059850,True
1640,Bedroom in a Cozy Apartment,Apartment,United States of America,USA,40.81711,-73.93563,Harlem,2,51.0,1.0,0.0,2,60,flexible,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Private entrance', 'Hot water', 'Host greets you', 'Paid parking on premises']",16,1.0,1.0,Private room,2018-07-17 04:00:00,20,91.0,1,Tobi,131293304,False
1641,Club Cliff for a great beach vacation.,Townhouse,Australia,AUS,-33.80067,151.28998,Manly,6,600.0,1.0,10.0,5,28,flexible,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Indoor fireplace', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Safety card', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Private entrance']",88,3.0,3.0,Entire home/apt,2018-01-13 05:00:00,2,100.0,1,Maryanne,3491167,False
1642,IDEALLY LOCATED COZY COTTAGE,Guesthouse,United States of America,USA,40.83051,-73.82511,Throgs Neck,2,95.0,2.0,20.0,1,29,strict_14_with_grace_period,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Free parking on premises', 'Free street parking', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Single level home', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed']",352,0.0,1.0,Entire home/apt,2019-02-18 05:00:00,232,97.0,2,Luis,1776707,True
1643,Waikiki Studio with Kitchenette 5 min to beach,Apartment,United States of America,USA,21.277,-157.82339,Oʻahu,2,80.0,1.0,0.0,1,1125,moderate,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Elevator', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Patio or balcony', 'Long term stays allowed', 'Paid parking on premises']",40,0.0,1.0,Entire home/apt,2019-03-02 05:00:00,110,97.0,1,Jian,131866134,False
1644,"Double sized room with king bed, perfect location",Townhouse,Australia,AUS,-33.89957,151.19156,Alexandria,2,63.0,1.0,0.0,2,1125,flexible,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Indoor fireplace', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials', 'Hangers', 'Iron', 'Laptop friendly workspace']",0,1.0,1.0,Private room,2017-06-17 04:00:00,3,100.0,1,Matt,20373808,True
1645,Sunny Modern Bedroom 30 seconds from Subway!,Apartment,United States of America,USA,40.75844,-73.93154,Astoria,2,100.0,1.0,0.0,2,1125,strict_14_with_grace_period,"['TV', 'Wifi', 'Kitchen', 'Breakfast', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Host greets you']",0,1.0,1.0,Private room,2019-01-04 05:00:00,13,97.0,2,Lana,779551,False
1646,Huge private bedroom in the heart of Manhattan,Apartment,United States of America,USA,40.76387,-73.9618,Manhattan,1,72.0,2.0,0.0,2,1125,strict_14_with_grace_period,"['TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Breakfast', 'Pets live on this property', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Other']",0,1.0,1.0,Private room,2018-12-31 05:00:00,41,100.0,1,Uly,5295202,True
1647,Beach House Manly Apartment 4,Apartment,Australia,AUS,-33.80149,151.29402,Manly,5,195.0,4.0,20.0,1,1125,strict_14_with_grace_period,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Hot water', 'Microwave', 'Refrigerator', 'Stove', 'BBQ grill', 'Beachfront']",0,2.0,2.0,Entire home/apt,2019-02-09 05:00:00,12,80.0,8,Rod,5818194,True
1649,Spacious studio in tranquil environment,Apartment,Hong Kong,CHN,22.28357,114.13245,Central & Western District,2,589.0,1.0,0.0,2,90,moderate,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_50']",0,0.0,1.0,Entire home/apt,2017-08-15 04:00:00,3,100.0,1,Mátyás,131847600,False
1650,Chambre double- à deux pas du métro,Apartment,Canada,CA,45.54549,-73.63168,Villeray-Saint-Michel-Parc-Extension,2,23.0,1.0,0.0,1,3,flexible,"['Wifi', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Essentials', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,1.0,1.0,Private room,2017-06-18 04:00:00,3,93.0,1,Ève,132500182,False
1651,Liiiving in Porto | Foz Terrace Studio,Apartment,Portugal,PRT,41.16195,-8.67971,,3,100.0,2.0,25.0,3,1125,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Long term stays allowed', 'Host greets you']",348,1.0,2.0,Entire home/apt,2018-06-09 04:00:00,4,95.0,82,Liiiving,30907275,True
1652,★ Luxury Loft | Pool | Gym | Spotless ★,Apartment,Canada,CA,45.48112,-73.58786,Saint-Henri,2,60.0,1.0,0.0,2,1125,moderate,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Gym', 'Elevator', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill']",9,0.0,1.0,Entire home/apt,2019-02-18 05:00:00,37,97.0,1,Shereen,16139116,False
1653,"Double room, livingroom and terrace",Apartment,Spain,ESP,41.40124,2.15207,Vila de Gràcia,2,25.0,1.0,15.0,15,1124,strict_14_with_grace_period,"['Wifi', 'Kitchen', 'Smoking allowed', 'Essentials', 'Hangers', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,1.0,1.0,Private room,2018-02-25 05:00:00,6,100.0,1,Andrea,124450485,False
1654,CL Ildefonso I Apartment,Apartment,Portugal,PRT,41.1459,-8.60232,,4,75.0,2.0,5.0,2,1125,strict_14_with_grace_period,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Family/kid friendly', 'First aid kit', 'Safety card', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",346,1.0,1.0,Entire home/apt,2018-12-30 05:00:00,39,99.0,6,António,112290924,False
1655,Cosy Studio / pool / barbecue / sunny lounge,Apartment,Portugal,PRT,41.18382,-8.60968,,3,60.0,2.0,15.0,2,90,strict_14_with_grace_period,"['TV', 'Wifi', 'Pool', 'Kitchen', 'Family/kid friendly', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace']",351,1.0,2.0,Entire home/apt,2018-10-15 04:00:00,25,96.0,12,Fred,6250742,False
